id,account,group,IP,url,port,vlan,switchIP,time,day,hour,minute,account_IP,account_url,account_switchIP,account_url_IP,url_IP_switchIP,account_IP__count,account_url__count,account_switchIP__count,account_url_IP__count,url_IP_switchIP__count,ret
38248,122,研发中心,125,1248,15482,1000,73,2021/5/10 8:12,10,8,12,8703,49161,8680,227005,280980,119,4,122,1,2,0.398
38249,122,研发中心,24,576,23128,1000,73,2021/5/10 8:49,10,8,49,8655,48945,8680,226046,124159,118,14,122,1,4,0.4021
38250,122,研发中心,101,710,11485,1000,51,2021/6/12 7:24,12,7,24,8693,48991,8671,226274,155384,115,7,95,2,1,0.2449
38251,122,研发中心,38,758,12628,1000,102,2021/5/28 6:08,28,6,8,8664,49012,8694,226390,168050,93,13,103,3,4,0.1679
38252,122,研发中心,101,931,16648,1000,114,2021/5/6 8:44,6,8,44,8693,49062,8700,226586,210518,115,16,54,4,1,0.2402
38253,122,研发中心,77,453,16653,1000,90,2021/6/12 7:43,12,7,43,8680,48912,8688,225890,98233,87,8,127,2,2,0.058
38254,122,研发中心,38,1278,35274,1000,15,2021/6/26 7:45,26,7,45,8664,49170,8651,227031,290349,93,2,112,1,2,0.3385
38255,122,研发中心,24,1063,32358,1000,51,2021/6/26 7:08,26,7,8,8655,49112,8671,226795,240559,118,12,95,1,1,0.2935
38256,122,研发中心,18,518,28114,1000,44,2021/5/5 7:24,5,7,24,8652,48932,8667,225974,111245,100,10,66,2,3,0.1277
38257,122,研发中心,118,592,11567,1000,87,2021/5/28 5:19,28,5,19,8701,48951,8686,226085,128245,80,15,100,2,6,0.4209
38258,122,研发中心,61,1073,18726,1000,66,2021/6/12 6:57,12,6,57,8673,49115,8677,226815,242890,52,13,36,1,1,0.3074
38259,122,研发中心,13,900,33385,1000,16,2021/5/7 9:00,7,9,0,8649,49052,8652,226550,203777,142,4,68,1,2,0.4829
38260,122,研发中心,24,1231,17722,1000,87,2021/6/17 9:09,17,9,9,8655,49153,8686,226954,275937,118,13,100,1,10,0.3621
38261,122,研发中心,125,1062,17615,1000,123,2021/6/4 8:37,4,8,37,8703,49111,8702,226792,240439,119,9,88,1,1,0.2703
38262,122,研发中心,38,931,34724,1000,123,2021/5/20 5:52,20,5,52,8664,49062,8702,226583,210313,93,16,88,1,1,0.2503
38263,122,研发中心,4,608,23782,1000,16,2021/5/12 6:21,12,6,21,8646,48955,8652,226112,131173,27,4,68,1,1,0.5529
38264,122,研发中心,18,318,17444,1000,16,2021/5/3 9:45,3,9,45,8652,48856,8652,225677,67592,100,10,68,1,1,0.2061
38265,122,研发中心,13,471,12431,1000,105,2021/6/28 8:00,28,8,0,8649,48917,8695,225907,101379,142,7,111,2,8,0.3911
38266,122,研发中心,4,995,34863,1000,92,2021/6/20 9:41,20,9,41,8646,49087,8690,226684,225281,27,13,85,1,1,0.4827
38267,122,研发中心,24,443,14124,1000,51,2021/6/3 7:02,3,7,2,8655,48907,8671,225872,96089,118,6,95,2,4,0.3129
38268,122,研发中心,125,1002,27538,1000,102,2021/6/12 6:14,12,6,14,8703,49091,8694,226725,228612,119,11,103,2,4,0.2888
38269,122,研发中心,108,1062,13217,1000,13,2021/5/1 8:02,1,8,2,8696,49111,8649,226791,240377,87,9,117,1,1,0.0632
38270,122,研发中心,129,1202,15788,1000,13,2021/6/29 5:57,29,5,57,8704,49145,8649,226932,268435,107,14,117,1,1,0.2472
38271,122,研发中心,108,284,25272,1000,34,2021/6/17 6:45,17,6,45,8696,48844,8661,225616,58952,87,6,46,1,1,0.1604
38272,122,研发中心,118,1174,34572,1000,102,2021/6/25 8:04,25,8,4,8701,49138,8694,226906,262391,80,11,103,1,1,0.1045
38273,122,研发中心,13,8,18274,1000,91,2021/6/12 7:04,12,7,4,8649,48770,8689,225261,2593,142,13,134,2,912,0.3976
38274,122,研发中心,18,432,14115,1000,16,2021/6/29 7:57,29,7,57,8652,48902,8652,225858,92467,100,2,68,1,1,0.3816
38275,122,研发中心,26,59,38687,1000,91,2021/5/17 6:38,17,6,38,8656,48784,8689,225345,14416,54,14,134,1,3,0.3266
38276,122,研发中心,13,1174,24618,1000,129,2021/5/24 5:03,24,5,3,8649,49138,8706,226902,262022,142,11,28,3,1,0.4746
38277,122,研发中心,118,737,25186,1000,34,2021/5/27 7:44,27,7,44,8701,49002,8661,226341,162783,80,10,46,1,1,0.0996
38278,122,研发中心,13,1222,34175,1000,91,2021/5/6 5:39,6,5,39,8649,49150,8689,226950,273816,142,2,134,1,1,0.5738
38279,122,研发中心,108,965,26162,1000,105,2021/6/25 7:49,25,7,49,8696,49076,8695,226643,218121,87,13,111,3,1,0.2045
38280,122,研发中心,125,882,15111,1000,90,2021/6/20 8:38,20,8,38,8703,49043,8688,226506,198539,119,5,127,1,1,0.333
38281,122,研发中心,24,1236,32125,1000,92,2021/5/17 7:50,17,7,50,8655,49156,8690,226978,277399,118,7,85,1,1,0.2293
38282,122,研发中心,13,246,16183,1000,27,2021/5/17 6:50,17,6,50,8649,48822,8659,225504,45989,142,13,62,1,3,0.4129
38283,122,研发中心,77,278,12383,1000,46,2021/5/20 6:55,20,6,55,8680,48841,8669,225606,56785,87,8,7,1,2,0.1514
38284,122,研发中心,91,1202,18854,1000,108,2021/5/4 7:26,4,7,26,8687,49145,8697,226929,268309,134,14,77,2,2,0.2868
38285,122,研发中心,108,466,17756,1000,13,2021/5/20 7:43,20,7,43,8696,48916,8649,225904,100759,87,13,117,1,3,0.2044
38286,122,研发中心,18,278,25618,1000,87,2021/6/24 5:48,24,5,48,8652,48841,8686,225602,56615,100,8,100,1,1,0.241
38287,122,研发中心,101,902,35161,1000,16,2021/5/23 6:45,23,6,45,8693,49053,8652,226555,204597,115,4,68,1,2,0.1925
38288,122,研发中心,118,716,11567,1000,80,2021/6/18 8:42,18,8,42,8701,48993,8684,226290,156728,80,13,11,2,1,0.194
38289,122,研发中心,24,613,33656,1000,90,2021/5/25 5:47,25,5,47,8655,48956,8688,226116,131883,118,8,127,2,7,0.3002
38290,122,研发中心,77,562,18122,1000,15,2021/6/7 8:12,7,8,12,8680,48941,8651,226025,121120,87,12,112,1,1,0.1755
38291,122,研发中心,78,734,35643,1000,16,2021/5/5 7:16,5,7,16,8681,49001,8652,226332,161766,59,7,68,1,2,0.2924
38292,122,研发中心,129,317,18561,1000,73,2021/5/15 6:27,15,6,27,8704,48855,8680,225675,67515,107,7,122,1,1,0.2341
38293,122,研发中心,23,259,28112,1000,108,2021/5/22 7:12,22,7,12,8654,48831,8697,225569,51110,119,11,77,1,2,0.2463
38294,122,研发中心,13,585,36248,1000,73,2021/5/26 9:10,26,9,10,8649,48948,8680,226061,126228,142,6,122,1,1,0.4518
38295,122,研发中心,36,747,18171,1000,15,2021/5/19 5:49,19,5,49,8662,49006,8651,226355,164755,66,14,112,2,1,0.515
38296,122,研发中心,24,1281,35368,1000,108,2021/5/3 9:00,3,9,0,8655,49172,8697,227042,291487,118,10,77,3,1,0.2585
38297,122,研发中心,129,294,26831,1000,123,2021/5/27 8:33,27,8,33,8704,48847,8702,225635,61540,107,2,88,1,1,0.3977
38298,122,研发中心,39,1241,26484,1000,44,2021/5/28 9:19,28,9,19,8665,49159,8667,226992,278955,83,1,66,1,1,0.4381
38299,122,研发中心,26,369,33754,1000,25,2021/5/19 8:31,19,8,31,8656,48876,8657,225742,77734,54,4,42,1,3,0.3886
38300,122,研发中心,125,648,12123,1000,108,2021/6/9 8:45,9,8,45,8703,48968,8697,226172,141340,119,6,77,2,1,0.2853
38301,122,研发中心,13,624,33186,1000,91,2021/6/29 8:42,29,8,42,8649,48959,8689,226128,133858,142,10,134,1,13,0.4033
38302,122,研发中心,125,1077,18561,1000,13,2021/6/18 8:55,18,8,55,8703,49117,8649,226831,244441,119,6,117,2,2,0.3411
38303,122,研发中心,38,356,17416,1000,90,2021/5/21 8:03,21,8,3,8664,48869,8688,225718,74381,93,5,127,1,1,0.2699
38304,122,研发中心,77,248,25186,1000,92,2021/6/4 7:28,4,7,28,8680,48823,8690,225516,46712,87,12,85,3,1,0.0198
38305,122,研发中心,38,244,13184,1000,87,2021/5/1 7:45,1,7,45,8664,48820,8686,225497,45283,93,8,100,1,2,0.0234
38306,122,研发中心,61,475,23128,1000,13,2021/6/22 6:46,22,6,46,8673,48919,8649,225919,102906,52,7,117,1,1,0.2918
38307,122,研发中心,13,662,25212,1000,13,2021/5/12 7:07,12,7,7,8649,48973,8649,226203,143767,142,3,117,1,1,0.5144
38308,122,研发中心,91,307,21368,1000,91,2021/5/13 7:43,13,7,43,8687,48852,8689,225650,64880,134,10,134,1,1,0.2505
38309,122,研发中心,61,576,24217,1000,91,2021/6/11 8:58,11,8,58,8673,48945,8689,226048,124285,52,14,134,1,2,0.4138
38310,122,研发中心,4,307,12876,1000,95,2021/6/11 8:34,11,8,34,8646,48852,8692,225646,64602,27,10,88,2,1,0.4455
38311,122,研发中心,24,748,23756,1000,44,2021/5/24 9:29,24,9,29,8655,49007,8667,226362,165188,118,8,66,1,1,0.2843
38312,122,研发中心,79,518,22784,1000,123,2021/5/11 8:12,11,8,12,8682,48932,8702,225977,111465,25,10,88,1,1,0.5068
38313,122,研发中心,39,389,12431,1000,66,2021/5/2 7:59,2,7,59,8665,48887,8677,225794,82954,83,15,36,2,1,0.2075
38314,122,研发中心,129,592,14227,1000,114,2021/6/12 6:56,12,6,56,8704,48951,8700,226087,128293,107,15,54,1,1,0.3713
38315,122,研发中心,129,437,13448,1000,102,2021/5/23 8:57,23,8,57,8704,48905,8694,225869,94227,107,11,103,1,3,0.1881
38316,122,研发中心,16,633,25437,1000,87,2021/6/24 7:08,24,7,8,8650,48963,8686,226149,137033,14,7,100,1,1,0.5323
38317,122,研发中心,125,45,11237,1000,91,2021/6/27 6:03,27,6,3,8703,48780,8689,225319,11282,119,6,134,1,3,0.2992
38318,122,研发中心,18,308,15867,1000,95,2021/6/24 7:58,24,7,58,8652,48853,8692,225655,65083,100,7,88,2,1,0.0942
38319,122,研发中心,23,670,22383,1000,73,2021/6/1 8:21,1,8,21,8654,48976,8680,226214,146135,119,4,122,1,1,0.3187
38320,122,研发中心,101,740,25637,1000,34,2021/6/26 7:22,26,7,22,8693,49003,8661,226347,163681,115,4,46,1,1,0.2748
38321,122,研发中心,32,757,27734,1000,90,2021/5/18 6:06,18,6,6,8660,49011,8688,226378,167552,12,16,127,1,1,0.5979
38322,122,研发中心,91,653,15111,1000,25,2021/5/19 8:36,19,8,36,8687,48970,8657,226188,142220,134,16,42,1,1,0.3589
38323,122,研发中心,108,1202,13375,1000,95,2021/5/28 7:09,28,7,9,8696,49145,8692,226930,268373,87,14,88,1,1,0.1459
38324,122,研发中心,125,248,34572,1000,105,2021/6/20 6:56,20,6,56,8703,48823,8695,225521,46886,119,12,111,2,1,0.2603
38325,122,研发中心,91,373,38554,1000,66,2021/5/8 6:38,8,6,38,8687,48880,8677,225775,79688,134,7,36,3,2,0.2891
38326,122,研发中心,32,665,16435,1000,95,2021/6/28 6:54,28,6,54,8660,48974,8692,226208,144952,12,11,88,1,1,0.5412
38327,122,研发中心,67,31,31835,1000,95,2021/6/10 7:17,10,7,17,8675,48773,8692,225287,6245,45,12,88,1,1,0.3235
38328,122,研发中心,18,284,28112,1000,105,2021/5/3 8:38,3,8,38,8652,48844,8695,225613,58687,100,6,111,1,1,0.1711
38329,122,研发中心,89,995,25527,1000,108,2021/6/25 11:01,25,11,1,8686,49087,8697,226693,225600,21,13,77,1,1,0.5875
38330,122,研发中心,125,156,34653,1000,85,2021/6/26 5:36,26,5,36,8703,48790,8685,225367,21415,119,13,34,1,1,0.4537
38331,122,研发中心,79,592,25212,1000,102,2021/6/9 9:00,9,9,0,8682,48951,8694,226083,128119,25,15,103,1,2,0.6184
38332,122,研发中心,101,555,23371,1000,13,2021/5/13 7:54,13,7,54,8693,48939,8649,226012,119933,115,4,117,1,1,0.3034
38333,122,研发中心,108,753,26227,1000,114,2021/5/8 7:00,8,7,0,8696,49010,8700,226373,166740,87,3,54,1,2,0.1781
38334,122,研发中心,101,731,18854,1000,27,2021/6/29 7:06,29,7,6,8693,48999,8659,226325,160975,115,15,62,2,3,0.3154
38335,122,研发中心,23,747,35674,1000,115,2021/5/25 7:19,25,7,19,8654,49006,8701,226351,164700,119,14,48,2,2,0.5143
38336,122,研发中心,61,625,35155,1000,123,2021/5/3 7:29,3,7,29,8673,48960,8702,226139,134483,52,11,88,3,1,0.2636
38337,122,研发中心,91,562,18122,1000,123,2021/6/3 8:35,3,8,35,8687,48941,8702,226026,121187,134,12,88,2,1,0.315
38338,122,研发中心,125,449,16318,1000,92,2021/6/11 5:53,11,5,53,8703,48910,8690,225886,97824,119,11,85,1,1,0.3267
38339,122,研发中心,13,421,17237,1000,92,2021/6/22 7:13,22,7,13,8649,48897,8690,225836,89839,142,12,85,1,1,0.3874
38340,122,研发中心,13,512,31618,1000,88,2021/5/15 7:57,15,7,57,8649,48931,8687,225965,109717,142,8,29,1,1,0.3907
38341,122,研发中心,36,1254,38554,1000,114,2021/5/24 8:10,24,8,10,8662,49165,8700,227017,283075,66,5,54,1,1,0.2849
38342,122,研发中心,129,725,13865,1000,44,2021/5/16 7:32,16,7,32,8704,48996,8667,226306,158915,107,12,66,1,1,0.1111
38343,122,研发中心,24,731,12628,1000,92,2021/5/19 8:35,19,8,35,8655,48999,8690,226319,160738,118,15,85,2,1,0.3699
38344,122,研发中心,24,613,13217,1000,87,2021/5/21 8:01,21,8,1,8655,48956,8686,226116,131881,118,8,100,2,6,0.2308
38345,122,研发中心,78,259,26831,1000,92,2021/6/11 8:44,11,8,44,8681,48831,8690,225573,51295,59,11,85,1,1,0.2757
38346,122,研发中心,38,948,28112,1000,34,2021/6/23 6:03,23,6,3,8664,49067,8661,226597,213526,93,3,46,1,1,0.3161
38347,122,研发中心,47,449,35643,1000,73,2021/6/7 7:49,7,7,49,8668,48910,8680,225884,97612,2,11,122,1,1,0.6267
38348,122,研发中心,101,592,25655,1000,105,2021/5/14 8:17,14,8,17,8693,48951,8695,226084,128189,115,15,111,2,4,0.3767
38349,122,研发中心,77,536,21782,1000,91,2021/6/21 9:01,21,9,1,8680,48936,8689,225988,116230,87,12,134,1,6,0.1584
38350,122,研发中心,125,312,33476,1000,87,2021/5/2 8:12,2,8,12,8703,48854,8686,225667,66155,119,11,100,1,3,0.2545
38351,122,研发中心,77,806,11237,1000,13,2021/6/20 5:40,20,5,40,8680,49028,8649,226461,179875,87,8,117,1,5,0.2436
38352,122,研发中心,39,59,11237,1000,15,2021/6/21 7:56,21,7,56,8665,48784,8651,225348,14464,83,14,112,1,2,0.207
38353,122,研发中心,61,665,26234,1000,0,2021/5/7 7:50,7,7,50,8673,48974,8647,226210,145036,52,11,54,2,1,0.24
38354,122,研发中心,125,257,26853,1000,0,2021/5/4 7:34,4,7,34,8703,48830,8647,225567,50639,119,5,54,1,3,0.3694
38355,122,研发中心,129,1231,16251,1000,57,2021/6/7 8:07,7,8,7,8704,49153,8674,226965,276289,107,13,8,1,1,0.2664
38356,122,研发中心,91,881,28161,1000,44,2021/5/15 7:07,15,7,7,8687,49042,8667,226501,197977,134,8,66,3,1,0.2888
38357,122,研发中心,132,207,16678,1000,102,2021/6/21 7:53,21,7,53,8706,48806,8694,225431,34956,1,4,103,1,1,0.6628
38358,122,研发中心,80,576,23635,1000,87,2021/5/27 7:53,27,7,53,8683,48945,8686,226050,124351,26,14,100,1,1,0.5604
38359,122,研发中心,125,31,25186,1000,0,2021/5/29 7:18,29,7,18,8703,48773,8647,225292,6407,119,12,54,2,2,0.2734
38360,122,研发中心,1,1040,37762,1000,73,2021/5/5 10:35,5,10,35,8645,49107,8680,226770,236953,63,10,122,1,2,0.3156
38361,122,研发中心,36,865,18854,1000,91,2021/5/21 7:44,21,7,44,8662,49039,8689,226484,194046,66,9,134,2,2,0.1678
38362,122,研发中心,125,980,26234,1000,87,2021/5/4 5:58,4,5,58,8703,49082,8686,226676,222631,119,3,100,1,1,0.4092
38363,122,研发中心,91,156,12665,1000,91,2021/5/14 6:13,14,6,13,8687,48790,8689,225364,21306,134,13,134,1,4,0.4283
38364,122,研发中心,101,318,16653,1000,87,2021/6/3 6:58,3,6,58,8693,48856,8686,225682,67882,115,10,100,1,6,0.1536
38365,122,研发中心,31,747,23281,1000,51,2021/6/16 7:49,16,7,49,8659,49006,8671,226354,164743,8,14,95,1,1,0.7351
38366,122,研发中心,125,237,14227,1000,25,2021/5/18 10:06,18,10,6,8703,48816,8657,225475,42591,119,16,42,1,2,0.3682
38367,122,研发中心,38,613,18884,1000,91,2021/6/5 7:36,5,7,36,8664,48956,8689,226118,131956,93,8,134,1,6,0.0265
38368,122,研发中心,38,371,31784,1000,13,2021/5/6 6:59,6,6,59,8664,48878,8649,225754,78600,93,13,117,1,6,0.1538
38369,122,研发中心,13,992,13217,1000,90,2021/5/2 9:06,2,9,6,8649,49085,8688,226680,224182,142,2,127,1,1,0.5283
38370,122,研发中心,125,1097,38341,1000,95,2021/6/12 6:39,12,6,39,8703,49120,8692,226846,247947,119,8,88,2,3,0.2722
38371,122,研发中心,91,360,16435,1000,51,2021/6/13 8:43,13,8,43,8687,48872,8671,225731,75837,134,12,95,1,1,0.2685
38372,122,研发中心,78,1132,12665,1000,44,2021/6/2 7:49,2,7,49,8681,49133,8667,226884,255681,59,13,66,3,1,0.2919
38373,122,研发中心,79,475,23756,1000,44,2021/6/3 9:25,3,9,25,8682,48919,8667,225920,102947,25,7,66,1,5,0.5379
38374,122,研发中心,13,419,15677,1000,115,2021/6/1 7:35,1,7,35,8649,48895,8701,225830,88925,142,3,48,1,1,0.488
38375,122,研发中心,81,786,12618,1000,51,2021/6/15 6:37,15,6,37,8684,49021,8671,226430,175043,37,9,95,1,1,0.3777
38376,122,研发中心,118,705,34724,1000,13,2021/5/22 8:12,22,8,12,8701,48989,8649,226268,154499,80,9,117,2,4,0.1089
38377,122,研发中心,13,903,25637,1000,105,2021/5/4 7:43,4,7,43,8649,49054,8695,226559,204754,142,14,111,2,6,0.4703
38378,122,研发中心,36,371,33455,1000,87,2021/5/9 6:24,9,6,24,8662,48878,8686,225753,78580,66,13,100,1,1,0.2454
38379,122,研发中心,24,371,11463,1000,102,2021/5/11 8:05,11,8,5,8655,48878,8694,225752,78543,118,13,103,1,10,0.2693
38380,122,研发中心,129,731,36113,1000,44,2021/5/15 6:45,15,6,45,8704,48999,8667,226326,161080,107,15,66,1,1,0.3122
38381,122,研发中心,77,263,38687,1000,44,2021/5/21 8:16,21,8,16,8680,48834,8667,225584,52910,87,3,66,1,1,0.273
38382,122,研发中心,39,883,33455,1000,16,2021/6/23 6:10,23,6,10,8665,49044,8652,226508,198682,83,2,68,1,1,0.3423
38383,122,研发中心,1,795,14124,1000,87,2021/6/4 6:41,4,6,41,8645,49024,8686,226439,176593,63,13,100,2,1,0.2935
38384,122,研发中心,38,757,28747,1000,92,2021/6/24 8:38,24,8,38,8664,49011,8690,226379,167599,93,16,85,2,2,0.2222
38385,122,研发中心,39,419,33545,1000,16,2021/6/24 7:32,24,7,32,8665,48895,8652,225831,89063,83,3,68,1,1,0.305
38386,122,研发中心,131,903,38867,1000,16,2021/5/17 6:33,17,6,33,8705,49054,8652,226565,205162,28,14,68,1,1,0.5329
38387,122,研发中心,1,900,15867,1000,123,2021/6/13 8:03,13,8,3,8645,49052,8702,226549,203748,63,4,88,1,1,0.301
38388,122,研发中心,36,806,15517,1000,91,2021/5/7 9:13,7,9,13,8662,49028,8689,226460,179775,66,8,134,1,1,0.2525
38389,122,研发中心,31,1247,14146,1000,87,2021/5/16 7:19,16,7,19,8659,49160,8686,226996,280222,8,13,100,1,1,0.6043
38390,122,研发中心,129,284,14772,1000,123,2021/5/1 7:57,1,7,57,8704,48844,8702,225617,59033,107,6,88,2,2,0.1691
38391,122,研发中心,13,254,15517,1000,91,2021/6/2 10:04,2,10,4,8649,48828,8689,225554,49137,142,12,134,2,2,0.4425
38392,122,研发中心,91,1270,12871,1000,13,2021/6/24 8:03,24,8,3,8687,49168,8649,227028,288628,134,9,117,2,2,0.2514
38393,122,研发中心,115,248,15674,1000,73,2021/6/10 7:31,10,7,31,8698,48823,8680,225520,46841,51,12,122,1,2,0.2409
38394,122,研发中心,13,1108,12871,1000,13,2021/6/9 7:15,9,7,15,8649,49125,8649,226864,250662,142,2,117,1,2,0.5129
38395,122,研发中心,101,486,33385,1000,105,2021/6/21 7:11,21,7,11,8693,48921,8695,225937,104616,115,8,111,1,5,0.1751
38396,122,研发中心,131,408,23782,1000,80,2021/5/5 7:45,5,7,45,8705,48891,8684,225810,87496,28,7,11,1,2,0.4822
38397,122,研发中心,38,475,35733,1000,85,2021/5/5 8:43,5,8,43,8664,48919,8685,225918,102880,93,7,34,1,1,0.1596
38398,122,研发中心,115,598,23756,1000,77,2021/6/12 7:31,12,7,31,8698,48952,8682,226096,129067,51,10,26,1,1,0.2792
38399,122,研发中心,118,443,37864,1000,51,2021/6/12 7:01,12,7,1,8701,48907,8671,225875,96394,80,6,95,1,2,0.2107
38400,122,研发中心,108,421,17756,1000,85,2021/6/22 7:01,22,7,1,8696,48897,8685,225840,90190,87,12,34,2,2,0.0942
38401,122,研发中心,36,860,14146,1000,27,2021/5/28 7:30,28,7,30,8662,49037,8659,226479,192695,66,3,62,1,1,0.3432
38402,122,研发中心,13,891,38845,1000,88,2021/5/2 6:57,2,6,57,8649,49048,8687,226525,200673,142,10,29,2,1,0.3864
38403,122,研发中心,13,625,35733,1000,91,2021/5/20 8:39,20,8,39,8649,48960,8689,226135,134297,142,11,134,1,13,0.402
38404,122,研发中心,125,562,12618,1000,73,2021/5/18 7:26,18,7,26,8703,48941,8680,226029,121278,119,12,122,3,4,0.3053
38405,122,研发中心,1,1298,31876,1000,40,2021/6/1 8:17,1,8,17,8645,49177,8663,227067,295614,63,8,15,1,1,0.191
38406,122,研发中心,13,1247,12618,1000,102,2021/5/27 4:56,27,4,56,8649,49160,8694,226993,280141,142,13,103,2,4,0.5016
38407,122,研发中心,18,261,25386,1000,0,2021/6/20 7:22,20,7,22,8652,48832,8647,225578,51884,100,6,54,2,1,0.2147
38408,122,研发中心,111,244,12123,1000,27,2021/6/18 7:19,18,7,19,8697,48820,8659,225500,45499,7,8,62,1,1,0.5784
38409,122,研发中心,1,699,31362,1000,9,2021/6/23 8:38,23,8,38,8645,48988,8648,226254,152979,63,13,6,1,1,0.2591
38410,122,研发中心,39,1097,36113,1000,95,2021/5/8 8:23,8,8,23,8665,49120,8692,226844,247722,83,8,88,1,1,0.0675
38411,122,研发中心,108,1002,35733,1000,108,2021/6/26 9:56,26,9,56,8696,49091,8697,226723,228564,87,11,77,2,2,0.2107
38412,122,研发中心,24,965,17237,1000,73,2021/6/14 6:34,14,6,34,8655,49076,8680,226637,217830,118,13,122,1,5,0.3308
38413,122,研发中心,13,903,16442,1000,115,2021/6/24 9:29,24,9,29,8649,49054,8701,226559,204757,142,14,48,2,1,0.5014
38414,122,研发中心,118,508,35288,1000,15,2021/6/3 8:03,3,8,3,8701,48930,8651,225964,109600,80,6,112,2,1,0.2003
38415,122,研发中心,129,962,16653,1000,105,2021/5/9 7:44,9,7,44,8704,49075,8695,226636,217033,107,11,111,1,1,0.1248
38416,122,研发中心,67,560,34686,1000,102,2021/6/22 10:18,22,10,18,8675,48940,8694,226016,120598,45,11,103,2,1,0.3964
38417,122,研发中心,24,674,22383,1000,91,2021/5/29 8:33,29,8,33,8655,48978,8689,226222,147442,118,11,134,3,4,0.2513
38418,122,研发中心,91,213,27881,1000,13,2021/5/10 7:09,10,7,9,8687,48808,8649,225440,36442,134,3,117,1,1,0.4272
38419,122,研发中心,23,1206,34786,1000,87,2021/5/28 7:21,28,7,21,8654,49146,8686,226934,268941,119,5,100,1,3,0.2941
38420,122,研发中心,24,408,17416,1000,13,2021/6/1 8:22,1,8,22,8655,48891,8649,225805,87150,118,7,117,1,1,0.3113
38421,122,研发中心,61,1063,14846,1000,78,2021/5/1 7:35,1,7,35,8673,49112,8683,226798,240674,52,12,2,1,1,0.2977
38422,122,研发中心,36,968,35785,1000,34,2021/6/27 8:30,27,8,30,8662,49078,8661,226651,219133,66,10,46,1,1,0.2198
38423,122,研发中心,24,737,36815,1000,73,2021/5/27 8:00,27,8,0,8655,49002,8680,226336,162501,118,10,122,1,2,0.252
38424,122,研发中心,115,1288,16183,1000,78,2021/6/25 7:41,25,7,41,8698,49174,8683,227060,293170,51,13,2,2,1,0.343
38425,122,研发中心,91,881,35333,1000,90,2021/5/8 7:26,8,7,26,8687,49042,8688,226501,197983,134,8,127,3,5,0.2837
38426,122,研发中心,24,976,14468,1000,25,2021/5/6 8:16,6,8,16,8655,49081,8657,226671,221035,118,5,42,1,2,0.2878
38427,122,研发中心,118,1282,28852,1000,16,2021/5/26 8:11,26,8,11,8701,49173,8652,227050,292242,80,4,68,1,1,0.3064
38428,122,研发中心,129,1072,12431,1000,129,2021/5/8 7:43,8,7,43,8704,49114,8706,226809,242663,107,6,28,2,2,0.2264
38429,122,研发中心,39,1232,11188,1000,15,2021/5/7 7:48,7,7,48,8665,49154,8651,226969,276506,83,11,112,2,2,0.0377
38430,122,研发中心,108,795,15867,1000,73,2021/5/4 7:45,4,7,45,8696,49024,8680,226447,176972,87,13,122,1,1,0.2395
38431,122,研发中心,31,1313,23281,1000,91,2021/5/12 6:32,12,6,32,8659,49183,8689,227094,299994,8,19,134,1,1,0.7043
38432,122,研发中心,38,232,24618,1000,34,2021/5/20 7:59,20,7,59,8664,48814,8661,225461,41075,93,3,46,1,3,0.3042
38433,122,研发中心,23,244,35368,1000,91,2021/6/14 7:45,14,7,45,8654,48820,8689,225496,45193,119,8,134,2,2,0.2394
38434,122,研发中心,77,795,35368,1000,66,2021/6/23 6:51,23,6,51,8680,49024,8677,226445,176868,87,13,36,1,2,0.2552
38435,122,研发中心,108,956,13365,1000,91,2021/5/25 4:31,25,4,31,8696,49070,8689,226611,215079,87,11,134,1,1,0.3147
38436,122,研发中心,80,1313,26574,1000,73,2021/5/23 7:37,23,7,37,8683,49183,8680,227096,300127,26,19,122,1,3,0.6025
38437,122,研发中心,38,883,15517,1000,13,2021/5/15 8:55,15,8,55,8664,49044,8649,226507,198675,93,2,117,1,2,0.3246
38438,122,研发中心,77,1315,23133,1000,0,2021/5/1 6:34,1,6,34,8680,49184,8647,227107,300584,87,7,54,1,1,0.1996
38439,122,研发中心,26,1315,26574,1000,90,2021/6/17 7:50,17,7,50,8656,49184,8688,227104,300459,54,7,127,2,1,0.281
38440,122,研发中心,23,763,18171,1000,102,2021/5/17 6:05,17,6,5,8654,49013,8694,226397,168854,119,2,103,1,1,0.476
38441,122,研发中心,129,252,28852,1000,90,2021/6/17 5:49,17,5,49,8704,48827,8688,225552,48673,107,4,127,1,1,0.3473
38442,122,研发中心,129,710,12674,1000,90,2021/6/11 7:22,11,7,22,8704,48991,8688,226275,155463,107,7,127,2,2,0.2295
38443,122,研发中心,42,1011,23281,1000,77,2021/6/9 8:29,9,8,29,8666,49094,8682,226732,230224,10,5,26,1,4,0.6064
38444,122,研发中心,101,705,27538,1000,91,2021/5/27 7:58,27,7,58,8693,48989,8689,226267,154445,115,9,134,2,31,0.1717
38445,122,研发中心,13,758,21158,1000,95,2021/5/16 5:47,16,5,47,8649,49012,8692,226388,167910,142,13,88,1,1,0.4308
38446,122,研发中心,23,443,35733,1000,91,2021/5/10 7:53,10,7,53,8654,48907,8689,225871,96078,119,6,134,1,3,0.3132
38447,122,研发中心,13,371,36371,1000,105,2021/6/14 8:30,14,8,30,8649,48878,8695,225749,78473,142,13,111,2,3,0.4099
